completeness;brutus_action;brutus_location;world_nr;tick_nr
0.09090909090909091;MoveNorthEast;(23, 22);1;180
0.09090909090909091;MoveSouth;(23, 23);1;181
0.09090909090909091;MoveNorthEast;(24, 22);1;182
0.09090909090909091;MoveSouth;(24, 23);1;183
0.09090909090909091;Idle;(24, 23);1;184
0.09090909090909091;MoveNorthWest;(23, 22);1;185
0.09090909090909091;MoveNorth;(23, 21);1;186
0.09090909090909091;MoveNorthWest;(22, 20);1;187
0.09090909090909091;MoveWest;(21, 20);1;188
0.09090909090909091;MoveWest;(20, 20);1;189
0.09090909090909091;MoveWest;(19, 20);1;190
0.09090909090909091;MoveWest;(18, 20);1;191
0.09090909090909091;MoveWest;(17, 20);1;192
0.09090909090909091;MoveWest;(16, 20);1;193
0.09090909090909091;Idle;(16, 20);1;194
0.09090909090909091;MoveSouth;(16, 21);1;195
0.09090909090909091;MoveSouthWest;(15, 22);1;196
0.09090909090909091;MoveSouth;(15, 23);1;197
0.09090909090909091;MoveNorthEast;(16, 22);1;198
0.09090909090909091;AddObject;(16, 22);1;199
0.09090909090909091;MoveSouth;(16, 23);1;200
0.09090909090909091;AddObject;(16, 23);1;201
0.09090909090909091;MoveNorthEast;(17, 22);1;202
0.09090909090909091;MoveSouth;(17, 23);1;203
0.09090909090909091;Idle;(17, 23);1;204
0.09090909090909091;;(17, 23);1;205
0.09090909090909091;;(17, 23);1;206
0.09090909090909091;;(17, 23);1;207
0.09090909090909091;;(17, 23);1;208
0.09090909090909091;;(17, 23);1;209
0.09090909090909091;;(17, 23);1;210
0.09090909090909091;;(17, 23);1;211
0.09090909090909091;;(17, 23);1;212
0.09090909090909091;;(17, 23);1;213
0.09090909090909091;;(17, 23);1;214
0.09090909090909091;;(17, 23);1;215
0.09090909090909091;;(17, 23);1;216
0.09090909090909091;;(17, 23);1;217
0.09090909090909091;;(17, 23);1;218
0.09090909090909091;;(17, 23);1;219
0.09090909090909091;;(17, 23);1;220
0.09090909090909091;;(17, 23);1;221
0.09090909090909091;;(17, 23);1;222
0.09090909090909091;;(17, 23);1;223
0.09090909090909091;;(17, 23);1;224
0.09090909090909091;;(17, 23);1;225
0.09090909090909091;;(17, 23);1;226
0.09090909090909091;;(17, 23);1;227
0.09090909090909091;;(17, 23);1;228
0.09090909090909091;;(17, 23);1;229
0.09090909090909091;;(17, 23);1;230
0.09090909090909091;;(17, 23);1;231
0.09090909090909091;;(17, 23);1;232
0.09090909090909091;;(17, 23);1;233
0.09090909090909091;;(17, 23);1;234
0.09090909090909091;;(17, 23);1;235
0.09090909090909091;;(17, 23);1;236
0.09090909090909091;;(17, 23);1;237
0.09090909090909091;;(17, 23);1;238
0.09090909090909091;;(17, 23);1;239
0.09090909090909091;;(17, 23);1;240
0.09090909090909091;;(17, 23);1;241
0.09090909090909091;;(17, 23);1;242
0.09090909090909091;;(17, 23);1;243
0.09090909090909091;;(17, 23);1;244
0.09090909090909091;;(17, 23);1;245
0.09090909090909091;;(17, 23);1;246
0.09090909090909091;;(17, 23);1;247
0.09090909090909091;;(17, 23);1;248
0.09090909090909091;;(17, 23);1;249
0.09090909090909091;;(17, 23);1;250
0.09090909090909091;;(17, 23);1;251
0.09090909090909091;;(17, 23);1;252
0.09090909090909091;RemoveObject;(17, 23);1;253
0.09090909090909091;;(17, 23);1;254
0.09090909090909091;;(17, 23);1;255
0.09090909090909091;;(17, 23);1;256
0.09090909090909091;;(17, 23);1;257
0.09090909090909091;;(17, 23);1;258
0.09090909090909091;;(17, 23);1;259
0.09090909090909091;;(17, 23);1;260
0.09090909090909091;;(17, 23);1;261
0.09090909090909091;;(17, 23);1;262
0.09090909090909091;RemoveObject;(17, 23);1;263
0.09090909090909091;Idle;(17, 23);1;264
0.09090909090909091;Idle;(17, 23);1;265
0.09090909090909091;RemoveObject;(17, 23);1;266
0.09090909090909091;CarryObject;(17, 23);1;267
0.09090909090909091;MoveNorth;(17, 22);1;268
0.09090909090909091;MoveNorthWest;(16, 21);1;269
0.09090909090909091;;(16, 21);1;270
0.09090909090909091;;(16, 21);1;271
0.09090909090909091;;(16, 21);1;272
0.09090909090909091;;(16, 21);1;273
0.09090909090909091;;(16, 21);1;274
0.09090909090909091;;(16, 21);1;275
0.09090909090909091;;(16, 21);1;276
0.09090909090909091;;(16, 21);1;277
0.09090909090909091;;(16, 21);1;278
0.09090909090909091;;(16, 21);1;279
0.09090909090909091;;(16, 21);1;280
0.09090909090909091;;(16, 21);1;281
0.09090909090909091;;(16, 21);1;282
0.09090909090909091;;(16, 21);1;283
0.09090909090909091;;(16, 21);1;284
0.09090909090909091;;(16, 21);1;285
0.09090909090909091;;(16, 21);1;286
0.09090909090909091;;(16, 21);1;287
0.09090909090909091;;(16, 21);1;288
0.09090909090909091;;(16, 21);1;289
0.09090909090909091;;(16, 21);1;290
0.09090909090909091;;(16, 21);1;291
0.09090909090909091;;(16, 21);1;292
0.09090909090909091;;(16, 21);1;293
0.09090909090909091;;(16, 21);1;294
0.09090909090909091;;(16, 21);1;295
0.09090909090909091;;(16, 21);1;296
0.09090909090909091;;(16, 21);1;297
0.09090909090909091;;(16, 21);1;298
0.09090909090909091;RemoveObject;(16, 21);1;299
0.09090909090909091;Idle;(16, 21);1;300
0.09090909090909091;MoveNorthEast;(17, 20);1;301
0.09090909090909091;MoveEast;(18, 20);1;302
0.09090909090909091;MoveEast;(19, 20);1;303
0.09090909090909091;MoveNorthEast;(20, 19);1;304
0.09090909090909091;MoveEast;(21, 19);1;305
0.09090909090909091;MoveNorthEast;(22, 18);1;306
0.09090909090909091;MoveEast;(23, 18);1;307
0.09090909090909091;MoveNorthEast;(24, 17);1;308
0.09090909090909091;MoveEast;(25, 17);1;309
0.18181818181818182;Drop;(25, 17);1;310
0.18181818181818182;MoveWest;(24, 17);1;311
0.18181818181818182;MoveWest;(23, 17);1;312
0.18181818181818182;MoveWest;(22, 17);1;313
0.18181818181818182;MoveWest;(21, 17);1;314
0.18181818181818182;MoveWest;(20, 17);1;315
0.18181818181818182;MoveWest;(19, 17);1;316
0.18181818181818182;MoveSouthWest;(18, 18);1;317
0.18181818181818182;MoveWest;(17, 18);1;318
0.18181818181818182;MoveWest;(16, 18);1;319
0.18181818181818182;Idle;(16, 18);1;320
0.18181818181818182;MoveNorth;(16, 17);1;321
0.18181818181818182;MoveNorthWest;(15, 16);1;322
0.18181818181818182;MoveNorth;(15, 15);1;323
0.18181818181818182;MoveSouth;(15, 16);1;324
0.18181818181818182;MoveNorthEast;(16, 15);1;325
0.18181818181818182;MoveSouth;(16, 16);1;326
0.18181818181818182;MoveNorthEast;(17, 15);1;327
0.18181818181818182;MoveSouth;(17, 16);1;328
0.18181818181818182;Idle;(17, 16);1;329
0.18181818181818182;MoveSouthWest;(16, 17);1;330
0.18181818181818182;MoveSouthWest;(15, 18);1;331
0.18181818181818182;MoveWest;(14, 18);1;332
0.18181818181818182;MoveWest;(13, 18);1;333
0.18181818181818182;MoveWest;(12, 18);1;334
0.18181818181818182;MoveWest;(11, 18);1;335
0.18181818181818182;MoveWest;(10, 18);1;336
0.18181818181818182;MoveWest;(9, 18);1;337
0.18181818181818182;Idle;(9, 18);1;338
0.18181818181818182;MoveNorth;(9, 17);1;339
0.18181818181818182;MoveNorthWest;(8, 16);1;340
0.18181818181818182;MoveNorth;(8, 15);1;341
0.18181818181818182;AddObject;(8, 15);1;342
0.18181818181818182;MoveSouth;(8, 16);1;343
0.18181818181818182;MoveNorthEast;(9, 15);1;344
0.18181818181818182;AddObject;(9, 15);1;345
0.18181818181818182;MoveSouth;(9, 16);1;346
0.18181818181818182;AddObject;(9, 16);1;347
0.18181818181818182;MoveNorthEast;(10, 15);1;348
0.18181818181818182;MoveSouth;(10, 16);1;349
0.18181818181818182;Idle;(10, 16);1;350
0.18181818181818182;;(10, 16);1;351
0.18181818181818182;;(10, 16);1;352
0.18181818181818182;;(10, 16);1;353
0.18181818181818182;;(10, 16);1;354
0.18181818181818182;;(10, 16);1;355
0.18181818181818182;;(10, 16);1;356
0.18181818181818182;;(10, 16);1;357
0.18181818181818182;;(10, 16);1;358
0.18181818181818182;;(10, 16);1;359
0.18181818181818182;;(10, 16);1;360
0.18181818181818182;;(10, 16);1;361
0.18181818181818182;;(10, 16);1;362
0.18181818181818182;;(10, 16);1;363
0.18181818181818182;;(10, 16);1;364
0.18181818181818182;;(10, 16);1;365
0.18181818181818182;;(10, 16);1;366
0.18181818181818182;;(10, 16);1;367
0.18181818181818182;;(10, 16);1;368
0.18181818181818182;;(10, 16);1;369
0.18181818181818182;;(10, 16);1;370
0.18181818181818182;;(10, 16);1;371
0.18181818181818182;;(10, 16);1;372
0.18181818181818182;;(10, 16);1;373
0.18181818181818182;;(10, 16);1;374
0.18181818181818182;;(10, 16);1;375
0.18181818181818182;;(10, 16);1;376
0.18181818181818182;;(10, 16);1;377
0.18181818181818182;;(10, 16);1;378
0.18181818181818182;;(10, 16);1;379
0.18181818181818182;;(10, 16);1;380
0.18181818181818182;;(10, 16);1;381
0.18181818181818182;;(10, 16);1;382
0.18181818181818182;;(10, 16);1;383
0.18181818181818182;;(10, 16);1;384
0.18181818181818182;;(10, 16);1;385
0.18181818181818182;;(10, 16);1;386
0.18181818181818182;;(10, 16);1;387
0.18181818181818182;;(10, 16);1;388
0.18181818181818182;;(10, 16);1;389
0.18181818181818182;;(10, 16);1;390
0.18181818181818182;;(10, 16);1;391
0.18181818181818182;;(10, 16);1;392
0.18181818181818182;;(10, 16);1;393
0.18181818181818182;;(10, 16);1;394
0.18181818181818182;;(10, 16);1;395
0.18181818181818182;;(10, 16);1;396
0.18181818181818182;;(10, 16);1;397
0.18181818181818182;;(10, 16);1;398
0.18181818181818182;RemoveObject;(10, 16);1;399
0.18181818181818182;;(10, 16);1;400
0.18181818181818182;;(10, 16);1;401
0.18181818181818182;;(10, 16);1;402
0.18181818181818182;;(10, 16);1;403
0.18181818181818182;;(10, 16);1;404
0.18181818181818182;;(10, 16);1;405
0.18181818181818182;;(10, 16);1;406
0.18181818181818182;;(10, 16);1;407
0.18181818181818182;;(10, 16);1;408
0.18181818181818182;RemoveObject;(10, 16);1;409
0.18181818181818182;Idle;(10, 16);1;410
0.18181818181818182;Idle;(10, 16);1;411
0.18181818181818182;MoveNorth;(10, 15);1;412
0.18181818181818182;RemoveObject;(10, 15);1;413
0.18181818181818182;CarryObject;(10, 15);1;414
0.18181818181818182;MoveSouth;(10, 16);1;415
0.18181818181818182;MoveSouthWest;(9, 17);1;416
0.18181818181818182;;(9, 17);1;417
0.18181818181818182;;(9, 17);1;418
0.18181818181818182;;(9, 17);1;419
0.18181818181818182;;(9, 17);1;420
0.18181818181818182;;(9, 17);1;421
0.18181818181818182;;(9, 17);1;422
0.18181818181818182;;(9, 17);1;423
0.18181818181818182;;(9, 17);1;424
0.18181818181818182;;(9, 17);1;425
0.18181818181818182;;(9, 17);1;426
0.18181818181818182;;(9, 17);1;427
0.18181818181818182;;(9, 17);1;428
0.18181818181818182;;(9, 17);1;429
0.18181818181818182;;(9, 17);1;430
0.18181818181818182;;(9, 17);1;431
0.18181818181818182;;(9, 17);1;432
0.18181818181818182;;(9, 17);1;433
0.18181818181818182;;(9, 17);1;434
0.18181818181818182;;(9, 17);1;435
0.18181818181818182;;(9, 17);1;436
0.18181818181818182;;(9, 17);1;437
0.18181818181818182;;(9, 17);1;438
0.18181818181818182;;(9, 17);1;439
0.18181818181818182;;(9, 17);1;440
0.18181818181818182;;(9, 17);1;441
0.18181818181818182;;(9, 17);1;442
0.18181818181818182;;(9, 17);1;443
0.18181818181818182;;(9, 17);1;444
0.18181818181818182;;(9, 17);1;445
0.18181818181818182;;(9, 17);1;446
0.18181818181818182;RemoveObject;(9, 17);1;447
0.18181818181818182;Idle;(9, 17);1;448
0.18181818181818182;MoveSouthEast;(10, 18);1;449
0.18181818181818182;MoveEast;(11, 18);1;450
0.18181818181818182;MoveEast;(12, 18);1;451
0.18181818181818182;MoveEast;(13, 18);1;452
0.18181818181818182;MoveEast;(14, 18);1;453
0.18181818181818182;MoveEast;(15, 18);1;454
0.18181818181818182;MoveEast;(16, 18);1;455
0.18181818181818182;MoveEast;(17, 18);1;456
0.18181818181818182;MoveEast;(18, 18);1;457
0.18181818181818182;MoveNorthEast;(19, 17);1;458
0.18181818181818182;MoveNorthEast;(20, 16);1;459
0.18181818181818182;MoveNorthEast;(21, 15);1;460
0.18181818181818182;MoveNorthEast;(22, 14);1;461
0.18181818181818182;MoveEast;(23, 14);1;462
0.18181818181818182;MoveNorthEast;(24, 13);1;463
0.18181818181818182;MoveEast;(25, 13);1;464
0.2727272727272727;Drop;(25, 13);1;465
0.2727272727272727;Idle;(25, 13);1;466
0.2727272727272727;MoveWest;(24, 13);1;467
0.2727272727272727;MoveWest;(23, 13);1;468
0.2727272727272727;Idle;(23, 13);1;469
0.2727272727272727;;(23, 13);1;470
0.2727272727272727;;(23, 13);1;471
0.2727272727272727;;(23, 13);1;472
0.2727272727272727;;(23, 13);1;473
0.2727272727272727;;(23, 13);1;474
0.2727272727272727;;(23, 13);1;475
0.2727272727272727;;(23, 13);1;476
0.2727272727272727;;(23, 13);1;477
0.2727272727272727;;(23, 13);1;478
0.2727272727272727;;(23, 13);1;479
0.2727272727272727;;(23, 13);1;480
0.2727272727272727;;(23, 13);1;481
0.2727272727272727;;(23, 13);1;482
0.2727272727272727;;(23, 13);1;483
0.2727272727272727;;(23, 13);1;484
0.2727272727272727;;(23, 13);1;485
0.2727272727272727;;(23, 13);1;486
0.2727272727272727;;(23, 13);1;487
0.2727272727272727;;(23, 13);1;488
0.2727272727272727;;(23, 13);1;489
0.2727272727272727;;(23, 13);1;490
0.2727272727272727;;(23, 13);1;491
0.2727272727272727;;(23, 13);1;492
0.2727272727272727;;(23, 13);1;493
0.2727272727272727;;(23, 13);1;494
0.2727272727272727;;(23, 13);1;495
0.2727272727272727;;(23, 13);1;496
0.2727272727272727;;(23, 13);1;497
0.2727272727272727;;(23, 13);1;498
0.2727272727272727;;(23, 13);1;499
0.2727272727272727;;(23, 13);1;500
0.2727272727272727;;(23, 13);1;501
0.2727272727272727;;(23, 13);1;502
0.2727272727272727;;(23, 13);1;503
0.2727272727272727;;(23, 13);1;504
0.2727272727272727;;(23, 13);1;505
0.2727272727272727;;(23, 13);1;506
0.2727272727272727;;(23, 13);1;507
0.2727272727272727;;(23, 13);1;508
0.2727272727272727;;(23, 13);1;509
0.2727272727272727;;(23, 13);1;510
0.2727272727272727;;(23, 13);1;511
0.2727272727272727;;(23, 13);1;512
0.2727272727272727;;(23, 13);1;513
0.2727272727272727;;(23, 13);1;514
0.2727272727272727;;(23, 13);1;515
0.2727272727272727;;(23, 13);1;516
0.2727272727272727;;(23, 13);1;517
0.2727272727272727;;(23, 13);1;518
0.2727272727272727;;(23, 13);1;519
0.2727272727272727;;(23, 13);1;520
0.2727272727272727;;(23, 13);1;521
0.2727272727272727;;(23, 13);1;522
0.2727272727272727;;(23, 13);1;523
0.2727272727272727;;(23, 13);1;524
0.2727272727272727;;(23, 13);1;525
0.2727272727272727;;(23, 13);1;526
0.2727272727272727;;(23, 13);1;527
0.2727272727272727;;(23, 13);1;528
0.2727272727272727;;(23, 13);1;529
0.2727272727272727;;(23, 13);1;530
0.2727272727272727;;(23, 13);1;531
0.2727272727272727;;(23, 13);1;532
0.2727272727272727;;(23, 13);1;533
0.2727272727272727;;(23, 13);1;534
0.2727272727272727;;(23, 13);1;535
0.2727272727272727;;(23, 13);1;536
0.2727272727272727;;(23, 13);1;537
0.2727272727272727;Idle;(23, 13);1;538
0.2727272727272727;MoveNorth;(23, 12);1;539
0.2727272727272727;MoveNorth;(23, 11);1;540
0.2727272727272727;MoveNorth;(23, 10);1;541
0.2727272727272727;MoveNorth;(23, 9);1;542
0.2727272727272727;MoveNorth;(23, 8);1;543
0.2727272727272727;MoveNorth;(23, 7);1;544
0.2727272727272727;MoveNorth;(23, 6);1;545
0.2727272727272727;MoveNorth;(23, 5);1;546
0.2727272727272727;MoveNorth;(23, 4);1;547
0.2727272727272727;Idle;(23, 4);1;548
0.2727272727272727;MoveNorth;(23, 3);1;549
0.2727272727272727;;(23, 3);1;550
0.2727272727272727;;(23, 3);1;551
0.2727272727272727;;(23, 3);1;552
0.2727272727272727;;(23, 3);1;553
0.2727272727272727;;(23, 3);1;554
0.2727272727272727;;(23, 3);1;555
0.2727272727272727;;(23, 3);1;556
0.2727272727272727;;(23, 3);1;557
0.2727272727272727;;(23, 3);1;558
0.2727272727272727;;(23, 3);1;559
0.2727272727272727;;(23, 3);1;560
0.2727272727272727;;(23, 3);1;561
0.2727272727272727;;(23, 3);1;562
0.2727272727272727;;(23, 3);1;563
0.2727272727272727;;(23, 3);1;564
0.2727272727272727;;(23, 3);1;565
0.2727272727272727;;(23, 3);1;566
0.2727272727272727;;(23, 3);1;567
0.2727272727272727;;(23, 3);1;568
0.2727272727272727;RemoveObject;(23, 3);1;569
0.2727272727272727;MoveSouthWest;(22, 4);1;570
0.2727272727272727;MoveWest;(21, 4);1;571
0.2727272727272727;MoveWest;(20, 4);1;572
0.2727272727272727;MoveWest;(19, 4);1;573
0.2727272727272727;MoveWest;(18, 4);1;574
0.2727272727272727;MoveWest;(17, 4);1;575
0.2727272727272727;MoveWest;(16, 4);1;576
0.2727272727272727;Idle;(16, 4);1;577
0.2727272727272727;MoveNorth;(16, 3);1;578
0.2727272727272727;Idle;(16, 3);1;579
0.2727272727272727;MoveSouth;(16, 4);1;580
0.2727272727272727;MoveSouth;(16, 5);1;581
0.2727272727272727;MoveSouth;(16, 6);1;582
0.2727272727272727;Idle;(16, 6);1;583
0.2727272727272727;MoveSouth;(16, 7);1;584
0.2727272727272727;AddObject;(16, 7);1;585
0.2727272727272727;RemoveObject;(16, 7);1;586
0.2727272727272727;;(16, 7);1;587
0.2727272727272727;;(16, 7);1;588
0.2727272727272727;;(16, 7);1;589
0.2727272727272727;;(16, 7);1;590
0.2727272727272727;;(16, 7);1;591
0.2727272727272727;;(16, 7);1;592
0.2727272727272727;;(16, 7);1;593
0.2727272727272727;;(16, 7);1;594
0.2727272727272727;;(16, 7);1;595
0.2727272727272727;;(16, 7);1;596
0.2727272727272727;;(16, 7);1;597
0.2727272727272727;;(16, 7);1;598
0.2727272727272727;;(16, 7);1;599
0.2727272727272727;;(16, 7);1;600
0.2727272727272727;;(16, 7);1;601
0.2727272727272727;;(16, 7);1;602
0.2727272727272727;;(16, 7);1;603
0.2727272727272727;;(16, 7);1;604
0.2727272727272727;RemoveObject;(16, 7);1;605
0.2727272727272727;MoveNorthWest;(15, 6);1;606
0.2727272727272727;MoveWest;(14, 6);1;607
0.2727272727272727;MoveWest;(13, 6);1;608
0.2727272727272727;MoveWest;(12, 6);1;609
0.2727272727272727;MoveWest;(11, 6);1;610
0.2727272727272727;MoveWest;(10, 6);1;611
0.2727272727272727;MoveWest;(9, 6);1;612
0.2727272727272727;Idle;(9, 6);1;613
0.2727272727272727;MoveSouth;(9, 7);1;614
0.2727272727272727;AddObject;(9, 7);1;615
0.2727272727272727;RemoveObject;(9, 7);1;616
0.2727272727272727;;(9, 7);1;617
0.2727272727272727;;(9, 7);1;618
0.2727272727272727;;(9, 7);1;619
0.2727272727272727;;(9, 7);1;620
0.2727272727272727;;(9, 7);1;621
0.2727272727272727;;(9, 7);1;622
0.2727272727272727;;(9, 7);1;623
0.2727272727272727;;(9, 7);1;624
0.2727272727272727;;(9, 7);1;625
0.2727272727272727;;(9, 7);1;626
0.2727272727272727;;(9, 7);1;627
0.2727272727272727;;(9, 7);1;628
0.2727272727272727;;(9, 7);1;629
0.2727272727272727;;(9, 7);1;630
0.2727272727272727;;(9, 7);1;631
0.2727272727272727;;(9, 7);1;632
0.2727272727272727;;(9, 7);1;633
0.2727272727272727;;(9, 7);1;634
0.2727272727272727;RemoveObject;(9, 7);1;635
0.2727272727272727;MoveNorth;(9, 6);1;636
0.2727272727272727;MoveNorth;(9, 5);1;637
0.2727272727272727;MoveNorth;(9, 4);1;638
0.2727272727272727;Idle;(9, 4);1;639
0.2727272727272727;MoveNorth;(9, 3);1;640
0.2727272727272727;Idle;(9, 3);1;641
0.2727272727272727;MoveSouthWest;(8, 4);1;642
0.2727272727272727;MoveWest;(7, 4);1;643
0.2727272727272727;MoveWest;(6, 4);1;644
0.2727272727272727;MoveWest;(5, 4);1;645
0.2727272727272727;MoveWest;(4, 4);1;646
0.2727272727272727;MoveWest;(3, 4);1;647
0.2727272727272727;MoveWest;(2, 4);1;648
0.2727272727272727;Idle;(2, 4);1;649
0.2727272727272727;MoveNorth;(2, 3);1;650
0.2727272727272727;Idle;(2, 3);1;651
0.2727272727272727;MoveSouth;(2, 4);1;652
0.2727272727272727;MoveSouth;(2, 5);1;653
0.2727272727272727;MoveSouth;(2, 6);1;654
0.2727272727272727;Idle;(2, 6);1;655
0.2727272727272727;MoveSouth;(2, 7);1;656
0.2727272727272727;Idle;(2, 7);1;657
0.2727272727272727;MoveNorthEast;(3, 6);1;658
0.2727272727272727;MoveEast;(4, 6);1;659
0.2727272727272727;MoveSouthEast;(5, 7);1;660
0.2727272727272727;MoveSouth;(5, 8);1;661
0.2727272727272727;MoveSouth;(5, 9);1;662
0.2727272727272727;MoveSouth;(5, 10);1;663
0.2727272727272727;MoveSouth;(5, 11);1;664
0.2727272727272727;MoveSouth;(5, 12);1;665
0.2727272727272727;MoveSouth;(5, 13);1;666
0.2727272727272727;MoveSouth;(5, 14);1;667
0.2727272727272727;MoveSouth;(5, 15);1;668
0.2727272727272727;MoveSouth;(5, 16);1;669
0.2727272727272727;MoveSouth;(5, 17);1;670
